Category,question,answer
"SUNet IDs, Access, & Sponsorship",How to Add or Change Proxy Settings,"These instructions reflect a new interface and features rolled out to Authority Manager on June 21, 2021. To view a recorded demo on navigating the new interface, visit the Authority Manager Enhancements project page.
This feature allows you to designate someone to grant authority on your behalf, without giving them your actual authority, or your access to administrative systems. This feature is especially useful for high-level users to delegate the business of granting authority to an administrative associate. The person you select does not need to have any other type of authority.
An example for using authority-granting proxy
The senior associate dean of a school holds all of the financial approval authority for the school. When a new department manager joins the school, he must be assigned financial approval authority over his accounts. The senior associate dean doesn't have time to take care of it, but she has granted authority-granting proxy to her administrative associate. Upon instruction from the senior associate dean, the administrative associate is able to give the department manager the necessary financial authority through Authority Manager, even though the administrative associate does not have authority to approve expenditures for those accounts.
Grant authority as proxy
This feature allows a user to act as someone else in Authority Manger. That person must have explicitly granted the proxy access. Remember to switch back to yourself once you are done; otherwise, you will continue to be acting as a proxy.

Click the dropdown arrow by your name and select Proxy.​

Select a person to act as you for granting authority and click Proxy.

Designate a proxy
This feature allows users to designate someone to “act” as them in Authority Manager.

From the Authority Manager home page, click the My Authority tile.

Click Proxy Settings. In the top right, click Designate Proxy.

Type the name of the person you’d like to designate, select an Effective until date,  and click Grant Proxy."
"SUNet IDs, Access, & Sponsorship",How can I find an inactive organization when it's no longer listed in the hierarchy in Authority Manager?,"To find an inactive organization in Authority Manager, it helps to know its four-character org code (also called Admin ID). Use the Find an Organization tool, or the search box in the Grant wizard to search for the organization by its name, or its 4-character code.
Inactive organizations that have existing authority assignments will appear in Person and Business Function views, in italics."
"SUNet IDs, Access, & Sponsorship",Can anyone see the authority I have in Authority Manager?,"Anyone in the Stanford academic and administrative communities (i.e. anyone who is eligible to receive authority) can access Authority Manager and view authority for any person or organization. The authority itself is not considered private information, though it is restricted to the Stanford community.
To view the authority for a person:
In the Manage Authority section, click Find a Person.Enter the name or SUNet ID of the person whose authority you want to view and click Search.
To view the authority of an organization:
In the Manage Authority section, click Find an Organization.Enter the organization name or 4-character org code.In the drop-down list, click the org code/name of the organization whose authority you want to view.In the organization hierarchy, click the organization name to display its authority."
"SUNet IDs, Access, & Sponsorship",Authority Manager Terminology,"Authority Manager lets you view, grant, and revoke systems authority to persons whose job requires them to access Stanford business systems. You grant a privilege to an eligible person and set scope, limits, and conditions on the privilege. The result is recorded as an assignment. Some privileges have prerequisites (such as training) that the recipient must complete before the assignment can take effect.
Privileges are grouped into business functions, which roughly represent a defined business activity. Business functions are grouped into authority subsystems to help differentiate similar functions.
ASSIGNMENT
Each time a grantor goes through the Grant Authority wizard, it results in one new row in the recipient's Person view. Each row represents one assignment. An assignment consists of:
a grantora recipienta business functionan organizationa privilegenone, one, or several limits, depending on how the privilege has been definedan expiration conditiona ""grantable"" condition (which determines whether the recipient can, in turn, grant this authority)a start-date (if specified)
If the grantor selects more than one population, project, task, etc., all the other elements of the assignment apply equally to each of the selections.
For example, if the grantor selects two projects in the same assignment, the same spending limit will apply to both projects. If the projects require different spending limits, they must be granted separately with different spending limits.AUTHORITY-GRANTING PROXY
A person you designate in Authority Manager to grant authority on your behalf. That person can act as you in Authority Manager to grant any authority that you yourself can grant, but cannot act as you in any Stanford business systems.
AUTHORITY SUBSYSTEM
Authority subsystems are loosely equivalent to University business offices and the business systems that support them.
Financial Systems GL — Oracle FinancialsHuman Resources — PeopleSoft HR, WorkflowStudent Systems and Data — PeopleSoft Student Admin
In Authority Manager, lists of business functions are grouped by authority subsystem to help distinguish between similar functions in different business areas, e.g., financial approvals and HR approvals.
BUSINESS FUNCTION
A set of privileges that represents a defined University business activity.
Examples: Purchasing, Admissions, Payroll
Financial Systems GL = authority subsystem :. Approvals, Purchasing = business functionsHuman Resources = authority subsystem; Payroll :. Time and Leave = business functionsStudent Systems and Data = authority subsystem :. Admissions, Financial Aid = business functions
CONDITION
An individual must meet specified conditions to have systems authority. They must be a current member of the Stanford community (staff, faculty, student), and must have met any prerequisites attached to the privilege. A manager can set a future start date if they wish to activate the authority later. A manager can also set an expiration date when the authority will be automatically revoked (or renewed by the manager).
ELIGIBLE PERSON
Authority can be granted to anyone in the Stanford administrative or academic communities. These include:
all regular facultyall regular staffcasual/temporary staffinstructional staffdepartment-sponsored IDs (contractors, consultants, temporary help, etc.)in some cases current students
​​If a person has authority, and their status changes so that they are no longer a member of these communities, their authority will be automatically revoked. Only members of these communities can log into Authority Manager to view or grant authority.​
​GRANT
The act of assigning authority that you have been authorized to extend to others. You can be authorized in two ways:
Someone has granted you authority with the ""can extend"" condition.Someone has made you their authority-granting proxy, and they have authority with the ""can extend"" condition.
LIMIT
Some privileges apply only within the projects, populations, dollar amounts, etc. specified by the grantor — these are collectively referred to as ""limits."" Some privileges are, by their nature, unlimited.
If a privilege has limits defined, they are displayed in the Grant wizard in Authority Manager allowing the user to make the choices for each limit. Some limits allow more than one selection. All limits require at least one selection.
Student Systems and Data
admit center (1 or more)item type (1 or more and ranges allowed)
Financial Systems GL
project (1 or more; or ""all"")task (1 or more; or ""all"")award (1 or more; or ""all"")principal owner (1 only)spending limit (1 only)

NOTIFICATION
Authority Manager sends email notifications to grantors and recipients of authority for various reasons, including:
new authority grantedauthority limits or conditions changedprerequisites to be met, with a reminder after 14 daysauthority condition will expire in 30 days, with a reminder at 7 daysauthority condition has expiredassignments of authority-granting proxy or acting approverreminders when acting approver starts and ends
Wherever possible, notifications of a given type are combined into one daily email. Some situations (such as an acting approver assignment that starts immediately) trigger an immediate notification.
NOTIFICATION FOR REQUESTS
Authority Manager sends email notifications for different types of authority requests to grantors, requesters, FYI contacts and grantees of authority, including:
new authority request submitted to copy/edit/revokeauthority request reassigned to the new approverauthority request approved/deniedauthority request canceled
​ORGANIZATION
Any department or group in the official University structure. All privileges are granted in the context of an organization; a manager can grant authority only within her own organization and its sub-organizations.
Note that the organization applies to the privilege, not the recipient of the authority.Example: A director might grant some authority for a project owned by her organization to a person in another organization.
PREREQUISITE
Some privileges have requirements (successful completion of training, signature on file, etc.) that must be met by the individual before the privilege can take effect.
When a prerequisite is completed, the individual is added to a special workgroup, and Authority Manager is notified to activate the pending authority.
PRIVILEGE
A specific task or set of tasks that can be granted to an individual. Privileges are self-contained — for example, the ""administer leave"" privilege covers all the data and tasks required to do that job, in all affected business systems.
Financial Systems GL<--authority subsystem: . . Approvals<--business function : . . Labor Distribution<--privileges : . . RequisitionsHuman Resources<--authority subsystem: . . Approvals<--business function : . . Faculty Affairs Approver<--privileges : . . Human Resources ApproverStudent Systems & Data<--authority subsystem: . . Admissions<--business function : . . Basic Prospect/Applicant<--privileges : . . Enhanced Prospect/Applicant
RESTORE
The ability to reinstate authority by individual privilege. You can only restore those privileges that you can grant.
REVOKE
The act of removing authority. You can only remove authority that you have been authorized to extend to others.
SCOPE
The organization to which an authority assignment applies.
SYSTEMS AUTHORITY
Access to the portions of Stanford business systems that contain data or tasks related to a specified privilege.
SYSTEM OWNER
Individuals who have any grantable privilege scoped to Stanford University are system owners for the authority subsystem that includes that privilege. System owners see an additional set of Authority Views on the Authority Manager home page — one for each business function for which they are an owner."
"SUNet IDs, Access, & Sponsorship",Authority Reports,"Click the Oracle BI Authority Reports icon on the Authority Manager home page to access the web application that provides access to Authority Manager data to help university employees understand and manage authority assignments in their area. The application provides multiple ways to report on authority data: by organization, SUNet ID, or privilege.
OBI Authority Reports allow the user to select the amount of data to display (or export) by filtering or hiding columns. The user may also increase the number of records displayed by changing the number of records shown while paging through the entire data set.
Report Types
Authority Reports may be run:
for an assignment organizationfor a SUNet IDfor a privilegefor all people within an organization
Run a Report
From the Authority Manager home page, click the Oracle BI Authority Reports tile or the Oracle BI Authority Reports icon on the far left."
"SUNet IDs, Access, & Sponsorship",How can I change a person's spending limit for one project in Authority Manager without affecting their other projects?,"Each authority assignment is handled as a unit. An assignment is created by one pass through the grant wizard, and results in one white or gray row in an authority view. If an assignment includes more than one project (or task, or award), the same limits and conditions apply to all the projects (or tasks, or awards) in the assignment. If you need to set different limits or conditions for specific projects (or tasks, or awards), create a single assignment for each one."
"SUNet IDs, Access, & Sponsorship",Authority Manager Frequently Asked Questions,"My authority
How can I find out what authority I have?Can anyone see what authority I have?How do prerequisites affect my authority?How can I get authority for a project that's shared by two or more organizations?
Grant authority
Who can be granted authority? Where do sponsored SUNet IDs fit in?When I assign authority in Authority Manager, what happens in Oracle Financials, PeopleSoft, and other business systems?Why is the ""can grant "" choice sometimes unavailable when I assign authority?Why can't I specify an award/project/task?How can I change a person's spending limit for one project without affecting their other projects?Where is the ""grant-only"" feature?
Revoke or restore authority
Why can't I edit or revoke an assignment?If someone has an authority limit with two projects and I only have one of them, can I restore or revoke that authority assignment limit?How does someone know if their authority has been revoked?
Find an organization or person
How can I find an inactive organization when it's no longer listed in the hierarchy?How can I find out who has approvals authority for a specific project or task?
Authority Manager formatting
Why are some organization names or assignment rows in italics?
Leaving Stanford
What happens when someone leaves the University?"
"SUNet IDs, Access, & Sponsorship",Authority Manager Overview,"Launch Authority Manager
Visit Authority Manager Service Page

 
Get Started
What Is Authority Manager?What's New in Authority ManagerNavigate the New InterfaceHow to Grant AuthorityHow to Edit or Revoke AuthorityHow to Copy AuthorityHow to Request Actions (When You Don't Have Authority)How to Edit RequestsWho Can Grant Me AuthorityHow to Approve or Deny AuthorityAdd or Change Proxy SettingsHow to Complete Authority Manager PrerequisitesHow to Restore AuthorityAuthority Manager TerminologyAuthority Manager FAQsAuthority ReportsAuthority Manager Setup Utility
What's New?
To view a recorded demo on navigating the new interface, visit the Authority Manager Enhancements project page."
"SUNet IDs, Access, & Sponsorship",How can I find out what authority I have in Authority Manager?,"On the Authority Manager home page, in the My Authority section, click the Current Authority tab. Your Person view lists the authority that's been granted to you."
"SUNet IDs, Access, & Sponsorship",How to Complete Authority Manager Prerequisites,"If you have been granted authority, you may have received an email indicating that there are training or qualification tasks you need to complete before the authority can be activated. The prerequisites you need to complete are listed in the email, or you may look up your current prerequisites status by following the instructions below:

Log in to Authority Manager and click the My Authority tile. 


Look for Status: pending.
Click the link to see a list of prerequisites and their current status. 

How to complete prerequisites
Enroll in all training via STARS in Axess (see the Learning Management System (STARS) Tools page for instructions). If you complete a tutorial without enrolling via STARS, you may not be credited for the course, and your authority will not be activated. For more details, see below. 



Most common prerequisites
Enroll in...



Student Administration Training


» See the PeopleSoft Training Requirements page
Required for all Student Administration privileges.



iSpace prerequisites
 



iSpace Confidentiality Agreement


» Sign the iSpace Confidentiality Agreement online (in STARS)
Required for Space Management privileges



Oracle Financials Systems
» For a list of Oracle financial systems with links to authority and access requirements, visit Authority to Create Financial Transactions on Fingate.​



Oracle Financials Transaction Approval


​» For a list of Oracle financial transaction approval privileges with links to authority and access requirements, visit Authority to Approve Financial Transactions on Fingate.




Oracle Financial Reporting


» For a list of financial reporting privileges with links to authority and access requirements, visit Authority to View or Access Financial Data on Fingate.




Cost Policy Training


» Cost Policy and Chart Of Accounts (ORA-1101)
Required for Student GFS privileges



PeopleSoft HR prerequisites
» see also HR Admin Training


PeopleSoft SA prerequisites
 



PeopleSoft Training Requirements


» Follow the instructions here: PeopleSoft Training Requirements



STARS Administrator prerequisites
 



Enrollment Administrator Training


» STARS v9 Certification (Enrollment Administrator) (STAR-PROG-0004) Required to perform the enrollment administrator role for training programs administered through STARS. 



Learning Administrator Training
» STARS v9 Certification (Learning Administrator) (STAR-PROG-0005) Required to perform the learning administrator role for training programs administered through STARS. 


Learning Report Administrator
» STARS Confidentiality Agreement (STAR-0002) Required for all STARS Learning Report Administrators. Enroll and complete through STARS.


Daily Gift Mail 

OOD-0001: Daily Gift Mail Subscriber Training
Required training to be eligible to receive Daily Gift Mail notifications




Steps to complete training
This section gives an overview of how your prerequisite status flows through the university business systems, and how soon you can expect your authority to be activated.

You complete the prerequisite.

You can complete prerequisites before or after the authority is granted. You will receive a reminder email if you haven't completed a prerequisite after 14 days. (After 300 days, any pending authority for which you still have not completed prereqs will be invalidated. You will need the authority revoked and granted again.)
Register in STARS to complete most training.
Clarify with your manager or the person granting you authority what course to take.


A person or an automated process records your status.

Online/self-paced or classroom training: In most cases, STARS updates your completed status automatically. Updates are posted four times daily, between 9:30 a.m. and 9:30 p.m.
Signature required: On receipt of your signed confidentiality agreement, Controller’s Office staff update your completed status. OR on receipt of your certificate of completion, AS staff update your completed status.
Allow 1-2 business days for inter-office mail.
Allow 1-2 business days for staff to update your status.


Authority Manager is notified.

Background processes run continually to check for status changes and update your information as needed. For about 15 minutes (to a maximum of two hours), your status will display as pending but complete.


Oracle Financials, PeopleSoft, ReportMart, etc. are notified.

Authority Manager sends a message to the business systems to let them know your authority can be activated.
In about 15 minutes (to a maximum of two hours), your assignment status will be updated as active in Authority Manager, but is not yet effective in the business systems.



When will my prerequisite status be updated?
If it's taking significantly more time to activate your authority than the guidelines above indicate, please submit a Help request to let us know that processing may be stalled."
"SUNet IDs, Access, & Sponsorship",Authority Setup Utility,"Bulk load specification and process
The team for the business system area will complete all of the NEW authority setup in UAT before proceeding. This must be done using the Authority Manager setup Apex application.

A system area team member will then use the Grant Super User to grant the newly created authority setup to a SUNet ID— i.e., hennessy or some other appropriate initial grantor.
This team will then create tab-delimited input files for all assignments which are to be bulk loaded.
Bulk loading of initial assignments into Authority Manager UAT can then be completed using the  Bulk Load Authority.
Once the authority setup is ready to be moved to production the MaIS team will export the setup from UAT and import it into production
The MaIS team will then use the Grant Super User to grant the newly created authority setup to a SUNet ID— i.e., hennessy or some other appropriate initial grantor.
The last step is that the MaIS team will use the tab-delimited file to complete the production bulk load.

File Requirements
	1. The tab-delimited file should contain one row per authority assignment.
	2. The file should contain the following columns of data for each row in the order specified:
		2.1. grantor (one of the following)
				university id (univid) of the grantor of authority
				SUNet id (sunetid) of the grantor of authority
				registry object id (roid) of the grantor of authority
		2.2. id of grantee (one of the following)
				university id (univid) of the recipient of authority
				SUNet id (sunetid) of the recipient of authority
				registry object id (roid) of the recipient of authority
		2.3. admin id (adminid) of the organizational scope of the assignment (4-character)
		2.4. privilege id as assigned by business system area
		2.5. a 0 or 1 indicator for extensibility
			0 = not extensible
			1 = extensible
		2.6. a 0 or 1 for grant only
			Null = not grant only
			0 = not grant only
			1 = grant only indicator

 
Optional data in the bulk load file, the limit data listed in 2.7 is only needed if the privileges were setup with it.

		2.7.limit id, limit type, and limit value (zero or more)
			2.7.1. limit id
				financial:approval_limit
				financial:salary
				financial:petty_cash
				financial:scope
				financial:award_scope
			2.7.2. limit type
				APPROVAL  (limit id = financial:approval_limit)
				SALARY (limit id = financial:salary)
				PETTY_CASH (limit id =financial:petty_cash)
				ORGANIZATION -  (limit id = financial:scope)
				PROJECT  (limit id = financial:scope)
				TASK -  (limit id = financial:scope)
				ROLE -  (limit id = financial:scope)
				AWARD  (limit id = financial:award_scope)

				NOTE:   limit type value is case sensitive

			2.7.3.	limit value
				500 -  (limit type = APPROVAL limit)
				1500 -  (limit type = APPROVAL limit)
				5000 -  (limit type = APPROVAL limit)
				25000 -  (limit type = APPROVAL limit)
				50000 -  (limit type = APPROVAL limit)
				200000 -  (limit type = APPROVAL limit)
				1000000 -  (limit type = APPROVAL limit)
				No limit - (limit type = APPROVAL limit)  Note:  No limit is equal to the maximum APPROVAL limit: 99999999.
				yes/no for view salary (limit type = SALARY)
				One limit 1 to  500 for petty cash funds (limit type = PETTY_CASH)

				NOTE:   No limit is equal to ALL PETTY_CASH funds
					any organization adminid -  (limit type = ORGANIZATION)
					public id (e.g.1234567) for any project  (limit type = PROJECT)
					public id (e.g.1234567-x) for any task -  (limit type = TASK)
					univid for any person -  (limit type = ROLE)
					5-character id for any award -  (limit type = AWARD)


Example Excel spreadsheet
You can use this Excel Spreadsheet as an example and template to create a bulk load file
Additional Information and important things to consider

Items required for each assignment row:

grantor - (univid, sunetid or regid of the authority assignments grantee)
id - (univid, sunetid or regid of the authority assignments grantee)
4-character admin id of the organizational scope of the assignment
function id
0 or 1 (0 = not extensible; 1 = extensible)
0 or 1 (0 = not grant only; 1 = grant only)


More than one grantor can be represented in a file, but not within a single row of data.
Upon request the MaIS team can provide (2) output files as a result of a bulk load of a single input file: One tab-delimited file containing the assignments which succeeded during load. File format matches that which is defined in req. 3.5. and another with the failures."
"SUNet IDs, Access, & Sponsorship",Who Can Grant Me Authority?,"These instructions reflect a new interface and features rolled out to Authority Manager on June 21, 2021. To view a recorded demo on navigating the new interface, visit the Authority Manager Enhancements project page.



 
Authority is granted by delegation from other people in your organization or its parent. To get authority, you need to find someone who both:

has the same level or  a higher level of authority, and
is able to grant it.

Find the people who can grant you authority

To run a report of individuals with granting authority, go to the Authority Manager homepage and click the Who can grant authority? tile or the Who can grant authority? icon on the top left.​
Select a Privilege and, optionally, an Organization, to see who can grant the specific privilege for which you need authority. Click Search."
"SUNet IDs, Access, & Sponsorship","""No such file or directory"" error when using myth machines or accessing afs-home","What is the Problem?
When logging in to CS' myth machines, you might receive an error like this:
Could not chdir to home directory /afs/.ir/users/a/k/akkornel: No such file or directory.
On Research Computing's FarmShare environment, you may try to access the afs-home directory, and receive a similar error:
cd: afs-home: No such file or directory
These messages indicate a missing AFS Personal Volume (also known as an ""AFS User Volume"").  This can be fixed by submitting a HelpSU.
What happened?
AFS stores data in ""volumes"".  Classes, groups, departments, users, etc. can each get their own AFS volume.  AFS volumes for users are called ""Personal Volumes"".  Your AFS Personal Volume is used as your home directory on the myth machines, and is the target of the afs-home directory on FarmShare.
The errors above indicate that you do not have an AFS Personal Volume.
Since November, 2020, Faculty and Staff no longer receive AFS Personal Volumes automatically.  Students should continue receiving AFS Personal Volumes.
How can I fix it?
The fix is to request the creation of an AFS Personal Volume.  To submit the request, go to the following link:
Request AFS Personal Volume
(If you are not logged in, you will need to log in after clicking the link.)
Once you reach the request page, click the ""Submit"" button.
AFS Personal Volume creation is automatic.  If the process experiences an issue, UIT staff will be notified, and will investigate.  You will receive an email once the Personal Volume is ready to use.  After that, you may log in to the myth machines, or access afs-home on FarmShare."
"SUNet IDs, Access, & Sponsorship",SUNet IDs in Detail,"On this page:

Overview
Choosing a SUNet ID
Services
Eligibility
Base Services
Authority
Activation


Overview
The SUNet ID is an account name that identifies you, uniquely and permanently, as a member of the Stanford community. It is recorded in Stanford business systems and is visible to university employees. It's what you'll use to log into most secure online services. Your SUNet ID and password supply your online credentials; your access to specific online services is determined by your eligibility and authority.
Ownership of a SUNet ID is governed by university policy as expressed in Administrative Guide 64.
Choosing a SUNet ID
Your SUNet ID is:

permanently assigned to you. Once you've claimed a SUNet ID, it will never be reassigned. You cannot easily change your SUNet ID.
not private. You can control whether it is displayed in Stanford's online directory and you can create an alias to use as your email address, but your actual SUNet ID will remain visible in university business systems and reports and may be requested as an identifier by university staff.
not anonymous. Your SUNet ID is directly associated with you, unlike a social network ID or email address that may mask your identity.

As your relationship with Stanford changes — through graduation, employment, retirement, etc. — the status of your SUNet ID will change from active to inactive and back, but your SUNet ID itself does not change.
This means that a great many SUNet IDs are reserved but not currently active. In addition, StanfordYou allows you to create two SUNet ID aliases to use as alternate email/web addresses. Once an alias becomes inactive, it is reserved for at least two years, during which time it can be re-used only by its original owner.
As a result, you may be required to select a SUNet ID that is not your first choice, even though the one you want may not be currently in use.
Don't let your frustration with not getting the SUNet ID you want lead you to select one you'll later regret. Choose one you'll be confident to say aloud to your manager, professor, or colleagues.
We understand that you cannot foresee life changes that may make your SUNet ID inappropriate after the fact. Therefore, in extremely rare cases a request to change a SUNet ID may be approved. Changing a SUNet ID requires substantial effort from several different campus offices, and can result in disruption of your services during the transition.
Services
The following table lists the Stanford online services to which your SUNet ID may give you access (depending on your eligibility). Services are grouped into ""full"" and ""base"" packages.



University-eligible
Sponsored


Services
full
base
full
base


SUNet ID (login ID)An identifier that, combined with a password, uniquely and securely identifies you when you log into Stanford network services.
+
+
+
+


directory listing in StanfordWhoYour directory listing can appear in the Stanford online directory. You can maintain your contact information, and control what appears in the directory, using StanfordYou.
+
+
+
+


email serviceAn @stanford.edu email address and mailbox on Stanford's mail servers; email aliases, forwarding and auto-reply services; web-based access to your email.
+
 
+
 


Web serviceA web.stanford.edu/~yoursunetid URL and space for your personal web site on Stanford's web servers.
+
 
+
 


VPN accessSecure remote connectivity to Stanford's networks.
+
+
+
+


wireless network accessUse of the University's wireless network while on campus.
+
+
+
+


AFS storage space5 GB personal storage space on Stanford's networked file system.
+
 
+
 


email list serviceCreate, post to, and subscribe to @lists.stanford.edu email lists.
+
 
+
 


free or discounted softwarePurchase education-priced software and hardware, and Stanford-licensed software at deeply discounted prices.
+
 
 
 



Eligibility
Once you have a SUNet ID and password, you may be eligible for a package of Stanford online services that includes email, AFS, and web hosting. Services may be turned on or off as your eligibility changes.
There are two types of eligibility for SUNet services:

University-eligible: you automatically receive services because of your status at the university
Sponsored: an authorized university employee has agreed to extend services to you for a fixed period of timeSee the Sponsorship service page for more information.

Service ""packages"" are defined as:

Base

SUNet ID (login ID)
directory listing in StanfordWho(more about what you can do with base services, below)


Full (sponsored) = base services plus:

email service
Web service
AFS storage space
email list service


Full (University-eligible) = all above services plus:

free or discounted software



If you have a SUNet ID, but are neither University-eligible for services nor sponsored for a service package, your SUNet ID is considered inactive and can't be used for anything.
Base services
The base service level means that you have an entry in the Stanford directory (StanfordWho) and can be recognized and identified by your SUNet ID and password. Individual services may grant you access based on your identity. At a minimum, you can:

login to Axess (recent alumni only)
login to StanfordYou to maintain your contact information for your directory listing
login via WebLogin to any protected web site to which your SUNet ID has been given specific access via a workgroup or access control list

Examples of some of the things you can (and cannot) do with a base-level SUNet ID:

Recent alumni (for five years after graduation) can log into axess.stanford.edu to request a transcript or change their address. No sponsorship required.


If your SUNet ID has been granted access to a secure Stanford website, you'll be able to log into that website via your browser. Sponsorship may be required, if you're not otherwise eligible for base service.


You cannot maintain your own Stanford website or FTP files to any Stanford website, regardless of the access control lists for that website.


If someone grants a temporary employee authority to do tasks in Oracle Financial Systems, that person will be able to to log into Oracle Financials. No sponsorship required.


If someone grants a regular employee authority to do tasks in Oracle Financial Systems after that person leaves Stanford (rare, but possible), that person will be able to to log into Oracle Financials until that authority expires. Sponsorship required.

Authority
A person with a SUNet ID can be assigned authority to do specific tasks in Stanford's business systems. This authority is independent of that person's eligibility for other online services.
For example, a temporary staff person who is eligible only for a base-level SUNet ID might be granted authority to do some registration tasks in PeopleSoft Student Administration. That temp staffer would not have Stanford email or other services that come with a full SUNet ID, but would be able to log into PeopleSoft SA to do their work.
For more information about authority and how it is managed at Stanford, see the Authority Manager page.
Service activation
If you are on campus and are University-eligible for a full-service SUNet ID, your services — including email — will be activated within four to six hours of sponsorship.
Otherwise, activation of services may take longer, from a few days to several months.

Contingent students. Base services will be active as soon as you get your SUNet ID. Full services will be activated within 24 hours of your official acceptance of Stanford's admittance offer.
Graduate students. Base services will be active as soon as you get your SUNet ID. Full services for all incoming graduate students are activated on a date determined by the Registrar each year; this date typically falls in late summer.
Individuals requiring sponsorship. No services can be activated until your SUNet ID is sponsored by Stanford faculty or staff. Contact your departmental administrator to request sponsorship. The service level selected by the sponsor will be activated within four to six hours of sponsorship (if sponsorship begins immediately), or at midnight on a future date specified by the sponsor."
"SUNet IDs, Access, & Sponsorship",How to Create and Delete Workgroups in Workgroup Manager,"Create a workgroup
All Stanford community members with active SUNet IDs can create personal groups with their ~sunetid stem. To create a group with an organizational stem, you must be a designated maintainer for that stem. 
If you know a stem exists, and you need to be able to create and maintain groups with that stem, please submit a Help ticket. Also, submit a Help ticket if you need a new stem created for a group or project.
University IT recommends that the stem be more than eight characters. It should also be limited to alpha and numeric characters, underscores, or dashes.

Log in to Workgroup Manager.
Click the Create Workgroup tile, or icon in the upper left-hand corner.
Click the Group name part A drop-down menu. All the stems for which you are a maintainer (including your ~sunetid stem) will be listed. Select your desired stem or submit a Help ticket if you do not see a stem that you think you should have access to.
Enter a unique ID for the Group name part B and a description of the workgroup.
In the Description field, describe the workgroup.
Select how you want your workgroup to be nested or seen and then click Create.

Delete a workgroup

Log in to Workgroup Manager.
Click the My Workgroup tile, or icon in the upper left-hand corner.
Search and select the workgroup name that you want to delete. Use the filtered search to locate the workgroup name quickly.
Click the workgroup Properties tab.
Click the Delete Workgroup button.
Click OK to confirm the deletion.

Note:

Deleting a workgroup is immediate.
The membership of a deleted workgroup is permanently deleted and cannot be recovered.
Only stem owners can restore the workgroup or its membership once the workgroup is deleted.
Deleted workgroups are marked inactive and retained in the system for future reference.
Once a workgroup is deleted, the name cannot be used to create a new workgroup."
"SUNet IDs, Access, & Sponsorship",How to Restrict Access to Webpages Using Workgroups,"Protecting websites with Shibboleth (mod_shib)
If your web server uses Shibboleth (mod_shib) for authentication, you can restrict resources to individuals in specific workgroups by using a special file called .htaccess.

Using a text editor, create a plain text file named .htaccess (note the dot before the name).
Enter the following lines in the file:
AuthType shibboleth
ShibRequestSetting requireSession true
Require shib-attr entitlement helpdesk:consultants helpdesk:managers
List all the workgroup names you want to include on the same line, separated by a space.Enter the complete workgroup name (stem:id), including the tilde (~) for personal workgroups, and end with a blank line.Please Note: The configuration above does not work with websites hosted on web.stanford.edu. If you are hosting on web.stanford.edu, see below for instructions on how to protect your website with WebAuth. 
Transfer the file to the directory you want protected (using Fetch, Dreamweaver or any other file-transfer method).
When anyone attempts to access the directory containing this .htaccess file, they'll be asked to login via Weblogin. Only members of the workgroup you have entered in the .htaccess file will be given access to the directory.

Protecting websites with WebAuth
If your web server uses WebAuth for authentication, you can restrict resources to individuals in specific workgroups by using a special file called .htaccess. Note: WebAuth is deprecated, but is currently the only supported way to restrict access on the central web servers (i.e. web.stanford.edu).

Using a text editor, create a plain text file named .htaccess (note the dot before the name)

Enter the following lines in the file:​
AuthType WebAuth
require privgroup helpdesk:consultants helpdesk:managers

List all the workgroup names you want to include on the same line, separated by a space. Enter the complete workgroup name (stem:id), including the tilde (~) for personal workgroups, and end with a blank line.
Transfer the file to the directory you want protected (using Fetch, Dreamweaver or any other file-transfer method).
When anyone attempts to access the directory containing this .htaccess file, they'll be asked to login via Weblogin.
Only members of the workgroup you have entered in the .htaccess file will be given access to the directory.

System-maintained groups
There is a set of system-maintained privgroups and workgroups.
These privgroups can be used in a .htaccess file:



stanford:faculty
includes regular faculty, emeritus faculty, faculty on leave, incoming faculty, faculty affiliates, and other teaching faculty; does not include nonactive faculty


stanford:staff
includes regular staff, academic staff, staff on leave, emeritus staff, and other teaching staff; does not include casual staff (less than 50% time), temporary staff (less than a 6-month appointment), affiliate staff, Medical Center staff (sumc), retired staff, student staff or nonactive staff


stanford:student
includes regular students, students on leave, and MLA students;does not include NDO (non-degree option) students, incoming students, contingent students, students not registered, recent students, or nonactive students


stanford:stanford
union of faculty, staff, and student groups above


stanford:academic
faculty and student groups above, plus NDO (non-degree option) students, retired faculty, and academic staff


stanford:administrative
faculty and staff groups above, plus retired faculty, casual staff (less than 50% time), temporary staff (less than a 6-month appointment), and sponsored affiliates (anyone sponsored for a full or base SUNet ID)"
