category,question,answer
Google Workspace,How do I share a document in Google Drive? (instance 768),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Antivirus,My antivirus software won't update? (instance 769),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Teams,My Teams audio or video isn't working? (instance 770),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 771),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Antivirus,My antivirus software won't update? (instance 772),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Accounts,My university account is locked out? (instance 773),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
VPN,My VPN won't connect off campus? (instance 774),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Accounts,My university account is locked out? (instance 775),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Virtual Labs,The virtual desktop is running slowly? (instance 776),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Eduroam,Eduroam says the certificate is not trusted? (instance 777),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Virtual Labs,The virtual desktop is running slowly? (instance 778),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 779)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
VPN,My VPN won't connect off campus? (instance 780),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Canvas,Canvas won't show my grades? (instance 781),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 782),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Teams,My Teams audio or video isn't working? (instance 783),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Moodle,Moodle is not loading or running slowly? (instance 784),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 785),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 786),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 787)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Virtual Labs,The virtual desktop is running slowly? (instance 788),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Teams,My Teams audio or video isn't working? (instance 789),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 790),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 791)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
VPN,My VPN won't connect off campus? (instance 792),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Teams,My Teams audio or video isn't working? (instance 793),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Antivirus,My antivirus software won't update? (instance 794),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 795),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 796)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Moodle,I cannot log in to Moodle? (instance 797),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Moodle,I cannot log in to Moodle? (instance 798),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Teams,My Teams audio or video isn't working? (instance 799),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 800),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Virtual Labs,The virtual desktop is running slowly? (instance 801),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Accounts,My university account is locked out? (instance 802),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Antivirus,My antivirus software won't update? (instance 803),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Eduroam,Eduroam says the certificate is not trusted? (instance 804),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Moodle,I cannot log in to Moodle? (instance 805),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Virtual Labs,The virtual desktop is running slowly? (instance 806),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Virtual Labs,The virtual desktop is running slowly? (instance 807),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Virtual Labs,The virtual desktop is running slowly? (instance 808),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Google Workspace,How do I share a document in Google Drive? (instance 809),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 810)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Teams,My Teams audio or video isn't working? (instance 811),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 812),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Google Workspace,How do I share a document in Google Drive? (instance 813),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Accounts,My university account is locked out? (instance 814),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Google Workspace,How do I share a document in Google Drive? (instance 815),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Virtual Labs,The virtual desktop is running slowly? (instance 816),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Moodle,Moodle is not loading or running slowly? (instance 817),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Canvas,Canvas won't show my grades? (instance 818),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 819),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Teams,My Teams audio or video isn't working? (instance 820),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Moodle,Moodle is not loading or running slowly? (instance 821),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Eduroam,Eduroam says the certificate is not trusted? (instance 822),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Antivirus,My antivirus software won't update? (instance 823),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 824)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Moodle,I cannot log in to Moodle? (instance 825),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 826),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Eduroam,Eduroam says the certificate is not trusted? (instance 827),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
VPN,My VPN won't connect off campus? (instance 828),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 829),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Eduroam,Eduroam says the certificate is not trusted? (instance 830),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Eduroam,Eduroam says the certificate is not trusted? (instance 831),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Antivirus,My antivirus software won't update? (instance 832),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Moodle,Moodle is not loading or running slowly? (instance 833),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Canvas,Canvas won't show my grades? (instance 834),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Teams,My Teams audio or video isn't working? (instance 835),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Canvas,Canvas won't show my grades? (instance 836),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 837)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 838),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 839)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
VPN,My VPN won't connect off campus? (instance 840),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Eduroam,Eduroam says the certificate is not trusted? (instance 841),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Teams,My Teams audio or video isn't working? (instance 842),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 843),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 844),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Moodle,I cannot log in to Moodle? (instance 845),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 846)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 847),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 848),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Moodle,I cannot log in to Moodle? (instance 849),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Virtual Labs,The virtual desktop is running slowly? (instance 850),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 851)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Teams,My Teams audio or video isn't working? (instance 852),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Accounts,My university account is locked out? (instance 853),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Teams,My Teams audio or video isn't working? (instance 854),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 855),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Moodle,Moodle is not loading or running slowly? (instance 856),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 857),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Antivirus,My antivirus software won't update? (instance 858),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Virtual Labs,The virtual desktop is running slowly? (instance 859),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Antivirus,My antivirus software won't update? (instance 860),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Canvas,Canvas won't show my grades? (instance 861),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Teams,My Teams audio or video isn't working? (instance 862),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Moodle,Moodle is not loading or running slowly? (instance 863),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 864),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Antivirus,My antivirus software won't update? (instance 865),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Teams,My Teams audio or video isn't working? (instance 866),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Canvas,Canvas won't show my grades? (instance 867),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 868)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 869),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 870),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Canvas,Canvas won't show my grades? (instance 871),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 872),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 873),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 874),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Moodle,Moodle is not loading or running slowly? (instance 875),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Canvas,Canvas won't show my grades? (instance 876),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 877),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Google Workspace,How do I share a document in Google Drive? (instance 878),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
VPN,My VPN won't connect off campus? (instance 879),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Teams,My Teams audio or video isn't working? (instance 880),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 881)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Google Workspace,How do I share a document in Google Drive? (instance 882),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 883)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Google Workspace,How do I share a document in Google Drive? (instance 884),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Moodle,Moodle is not loading or running slowly? (instance 885),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Teams,My Teams audio or video isn't working? (instance 886),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Canvas,Canvas won't show my grades? (instance 887),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Teams,My Teams audio or video isn't working? (instance 888),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Teams,My Teams audio or video isn't working? (instance 889),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Teams,My Teams audio or video isn't working? (instance 890),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Accounts,My university account is locked out? (instance 891),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Google Workspace,How do I share a document in Google Drive? (instance 892),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Virtual Labs,The virtual desktop is running slowly? (instance 893),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Accounts,My university account is locked out? (instance 894),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Antivirus,My antivirus software won't update? (instance 895),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Canvas,Canvas won't show my grades? (instance 896),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Eduroam,Eduroam says the certificate is not trusted? (instance 897),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Virtual Labs,The virtual desktop is running slowly? (instance 898),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Google Workspace,How do I share a document in Google Drive? (instance 899),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Canvas,Canvas won't show my grades? (instance 900),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 901),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Antivirus,My antivirus software won't update? (instance 902),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 903)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Moodle,I cannot log in to Moodle? (instance 904),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 905),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Canvas,Canvas won't show my grades? (instance 906),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Canvas,Canvas won't show my grades? (instance 907),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Moodle,Moodle is not loading or running slowly? (instance 908),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Google Workspace,How do I share a document in Google Drive? (instance 909),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Google Workspace,How do I share a document in Google Drive? (instance 910),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Google Workspace,How do I share a document in Google Drive? (instance 911),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Virtual Labs,The virtual desktop is running slowly? (instance 912),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Virtual Labs,The virtual desktop is running slowly? (instance 913),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Eduroam,Eduroam says the certificate is not trusted? (instance 914),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Teams,My Teams audio or video isn't working? (instance 915),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 916),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 917)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Google Workspace,How do I share a document in Google Drive? (instance 918),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Canvas,Canvas won't show my grades? (instance 919),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Virtual Labs,The virtual desktop is running slowly? (instance 920),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Virtual Labs,The virtual desktop is running slowly? (instance 921),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Antivirus,My antivirus software won't update? (instance 922),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Moodle,Moodle is not loading or running slowly? (instance 923),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Accounts,My university account is locked out? (instance 924),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 925),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
VPN,My VPN won't connect off campus? (instance 926),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Moodle,I cannot log in to Moodle? (instance 927),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 928)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Accounts,My university account is locked out? (instance 929),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 930)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Google Workspace,How do I share a document in Google Drive? (instance 931),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Accounts,My university account is locked out? (instance 932),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Canvas,Canvas won't show my grades? (instance 933),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Google Workspace,How do I share a document in Google Drive? (instance 934),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Google Workspace,How do I share a document in Google Drive? (instance 935),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 936),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Antivirus,My antivirus software won't update? (instance 937),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Antivirus,My antivirus software won't update? (instance 938),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 939),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
VPN,My VPN won't connect off campus? (instance 940),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Accounts,My university account is locked out? (instance 941),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Antivirus,My antivirus software won't update? (instance 942),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Teams,My Teams audio or video isn't working? (instance 943),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Moodle,Moodle is not loading or running slowly? (instance 944),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 945),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Antivirus,My antivirus software won't update? (instance 946),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Moodle,Moodle is not loading or running slowly? (instance 947),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 948),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 949)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Eduroam,Eduroam says the certificate is not trusted? (instance 950),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Antivirus,My antivirus software won't update? (instance 951),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 952),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 953)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Google Workspace,How do I share a document in Google Drive? (instance 954),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Moodle,I cannot log in to Moodle? (instance 955),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Canvas,Canvas won't show my grades? (instance 956),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Eduroam,Eduroam says the certificate is not trusted? (instance 957),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
VPN,My VPN won't connect off campus? (instance 958),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Moodle,Moodle is not loading or running slowly? (instance 959),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Canvas,Canvas won't show my grades? (instance 960),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 961)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Canvas,Canvas won't show my grades? (instance 962),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Teams,My Teams audio or video isn't working? (instance 963),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
